step,timestamp,gene_MCM2,gene_MCM5,gene_PCNA,gene_DNA_POL_ALPHA,gene_CDC45,gene_CCND1,gene_CDK2,gene_RB1,gene_TP53,gene_ATM,gene_ATR,gene_CHEK1,gene_STAT1,gene_IRF7,gene_IFNB1,gene_BAX,gene_BCL2,gene_HSPA1A,gene_FKBP1A,gene_MTOR,gene_viral_LT,gene_viral_ST,gene_viral_VP1,gene_viral_VP2,gene_viral_VP3,protein_MCM2,protein_PCNA,protein_RB1,protein_p53,protein_STAT1,protein_mTOR,protein_LT,protein_ST,protein_VP1,metabolite_atp,metabolite_dATP,metabolite_dCTP,metabolite_dGTP,metabolite_dTTP,metabolite_amino_acids,pathway_dna_replication,pathway_cell_cycle,pathway_dna_damage_response,pathway_innate_immune,pathway_apoptosis,pathway_mTOR_signaling,pathway_viral_replication,pathway_cellular_stress,pathway_interferon_response,pathway_nucleotide_synthesis
89,89.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,5.358421862667444,5.317539845225189,5.317539845225189,5.276657827782936,6.212491676134903,6.179367069293776,6.14624246245265,1.391389649867291,1.432271667309545,0.7,1.0,1.0,0.8217443455170207,0.3157443455170207,0.11574434551702069,0.7324131213343039,0.7324131213343039,1.0,1.2,1.2,5.358421862667444,6.212491676134903,1.0,0.8217443455170207,0.3157443455170207,0.11574434551702069,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.3148869103404136,0.3,0.4,0.7
90,90.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,5.4423150198355295,5.401841822567698,5.401841822567698,5.361368625299867,6.308205643883821,6.2757435291795165,6.243281414475214,1.3984747376706441,1.4389479349384757,0.7,1.0,1.0,0.8217442546453186,0.3157442546453186,0.11574425464531862,0.7481573759796225,0.7481573759796225,1.0,1.2,1.2,5.4423150198355295,6.308205643883821,1.0,0.8217442546453186,0.3157442546453186,0.11574425464531862,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.3148850929063723,0.3,0.4,0.7
91,91.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,5.526943650450333,5.48687518515518,5.48687518515518,5.446806719860027,6.4045243803071985,6.37271150789698,6.340898635486764,1.405489076165761,1.4455575414609143,0.7,1.0,1.0,0.8217441728607868,0.31574417286078676,0.11574417286078675,0.7639015488404093,0.7639015488404093,1.0,1.2,1.2,5.526943650450333,6.4045243803071985,1.0,0.8217441728607868,0.31574417286078676,0.11574417286078675,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.314883457215735,0.3,0.4,0.7
92,92.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,5.612300393643547,5.572632613001346,5.572632613001346,5.532964832359145,6.501435780217403,6.470259165255389,6.439082550293377,1.4124333626887444,1.4521011433309463,0.7,1.0,1.0,0.8217440992547081,0.3157440992547081,0.11574409925470809,0.7796456480951174,0.7796456480951174,1.0,1.2,1.2,5.612300393643547,6.501435780217403,1.0,0.8217440992547081,0.3157440992547081,0.11574409925470809,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.3148819850941616,0.3,0.4,0.7
93,93.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,5.698377962768933,5.6591068599331535,5.6591068599331535,5.619835757097374,6.598927981511969,6.5683748988491955,6.537821816186423,1.419308288618034,1.4585793914538139,0.7,1.0,1.0,0.8217440330092374,0.31574403300923726,0.11574403300923727,0.7953896811043547,0.7953896811043547,1.0,1.2,1.2,5.698377962768933,6.598927981511969,1.0,0.8217440330092374,0.31574403300923726,0.11574403300923727,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.3148806601847455,0.3,0.4,0.7
94,94.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,5.785169144598758,5.746290752791336,5.746290752791336,5.7074123609839145,6.6969893602137525,6.667047339204234,6.637105318194717,1.4261145393324128,1.464992931139835,0.7,1.0,1.0,0.8217439733883136,0.3157439733883135,0.11574397338831355,0.8111336544926683,0.8111336544926683,1.0,1.2,1.2,5.785169144598758,6.6969893602137525,1.0,0.8217439733883136,0.3157439733883135,0.11574397338831355,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.31487946776627085,0.3,0.4,0.7
95,95.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,5.872666798534407,5.83417719064506,5.83417719064506,5.795687582755713,6.795608525620097,6.766265345030769,6.7369221644414425,1.432852794179592,1.47134240206894,0.7,1.0,1.0,0.8217439197294822,0.3157439197294822,0.1157439197294822,0.8268775742221505,0.8268775742221505,1.0,1.2,1.2,5.872666798534407,6.795608525620097,1.0,0.8217439197294822,0.3157439197294822,0.1157439197294822,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.3148783945896438,0.3,0.4,0.7
96,96.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,5.960863855830412,5.922759144019958,5.922759144019958,5.884654432209505,6.894774315557853,6.866017998580311,6.837261681602771,1.4395237264542493,1.4776284382647036,0.7,1.0,1.0,0.821743871436534,0.315743871436534,0.11574387143653397,0.8426214456586845,0.8426214456586845,1.0,1.2,1.2,5.960863855830412,6.894774315557853,1.0,0.821743871436534,0.315743871436534,0.11574387143653397,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.3148774287306794,0.3,0.4,0.7
97,97.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,6.049753318831196,6.012029654138847,6.012029654138847,5.974305989446498,6.9944757917412375,6.966294601103247,6.938113410465258,1.4461280033845145,1.4838516680768643,0.7,1.0,1.0,0.8217438279728806,0.3157438279728806,0.11574382797288058,0.858365273631565,0.858365273631565,1.0,1.2,1.2,6.049753318831196,6.9944757917412375,1.0,0.8217438279728806,0.3157438279728806,0.11574382797288058,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.3148765594576115,0.3,0.4,0.7
98,98.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,6.139328260219939,6.101981832174514,6.101981832174514,6.0646354041290875,7.0947022352297004,7.067084668404469,7.03946710157924,1.4526662861259962,1.4900127141714226,0.7,1.0,1.0,0.8217437888555925,0.3157437888555925,0.11574378885559253,0.8741090624871575,0.8741090624871575,1.0,1.2,1.2,6.139328260219939,7.0947022352297004,1.0,0.8217437888555925,0.3157437888555925,0.11574378885559253,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.3148757771118504,0.3,0.4,0.7
99,99.0,1.0,1.0,1.2,1.0,1.0,0.8,1.0,1.2,6.229581822278964,6.192608858513992,6.192608858513992,6.155635894749021,7.1954431419830645,7.168377926494338,7.141312711005614,1.4591392297625305,1.4961121935275026,0.7,1.0,1.0,0.8217437536500333,0.31574375365003327,0.11574375365003327,0.8898528161371907,0.8898528161371907,1.0,1.2,1.2,6.229581822278964,7.1954431419830645,1.0,0.8217437536500333,0.31574375365003327,0.11574375365003327,3.0,0.5,0.5,0.5,0.5,2.0,0.8,0.6,0.3,0.5,0.2,1.0,0.3148750730006653,0.3,0.4,0.7
